uid,title,the content,writer,Published at,score,comments_quantity
40993838,,"This is so cool. The site loads fast, is responsive and will work on all browsers.<p>My very first website on Geocities looked pretty much like this.<p>Joy of creation.<p>Good job.",yashg,1721293981,,
40995226,,there aren&#x27;t many tasks adults can do that cannot be taught to children. what are examples of ones that can&#x27;t?,motohagiography,1721308031,,
40994995,,"&gt; computers are a very important form of technology. Without it no websites, no Roblox studio, and no nothin. Without computers used have to use tablets. Tablets aren&#x27;t very useful. Well to do stuff Computers can anyway.<p>Come on, Apple. A seven year-old gets it, why can&#x27;t you? Let iPads run MacOS.",jmull,1721306069,,
40993771,,Fantastic! Only comment I could possibly have is that the cats page needs more pics of cats.,duiker101,1721292989,,
40993734,,"Not very different than what I did when I started, with XHTML et al. 
She did a great job.",andreime,1721292641,,
40993947,,Let her play like other kids.,fx1994,1721295460,,
40996734,,[big smile],CodeWriter23,1721317363,,
40996839,,Kids should be outside playing with other kids.,carabiner,1721317791,,
40993698,,Love the 90s look. Well done!,TonyTrapp,1721292324,,
40993993,,Fantastic! Are you going to teach her JavaScript as well ?,Maksadbek,1721296034,,
40994956,,This is really cool! Well done!,nunez,1721305659,,
40996436,,"I wish I still had my websites from when I was around 9 or 10. Alas they were stored on a Seagate Quantum Bigfoot (a 5.25&quot; hard disk which we our family PC had for some reason), and it failed at some point.",globular-toast,1721316169,,
40994054,,This is absolutely adorable :) Well done Naya!,Gnarl,1721296556,,
40993638,,I wish all websites looked like this again. Great job!,puttycat,1721291658,,
40995526,,"Anyone else wanting to see the original content of &#x2F;unicorn? Cats are great and all, but we want unicorns!!<p>&lt;3 wonderful project. Brings back memories of excitedly writing HTML in my drawing notebook and daydreaming what the pages would look like",hamiltont,1721310264,,
40993710,,More correct html than a senior react dev.,sleepyhead,1721292428,,
40995851,,This looks like the pages I made when I was 14-ish (45yo here) on a modem.,coding123,1721312711,,
40993583,,she&#x27;s done an amazing job! More motivation to teach my 6.5 year old something about HTML,sandman83,1721291040,,
40995395,,"This looks like my first website that I made for the game Freelancer around 2003, which was essentially just a short description of the game and a bunch of screenshots I made during gameplay.<p>It&#x27;s nice that kids these days don&#x27;t skip the basics.<p>Please, please, don&#x27;t ever tell her about Javascript.",antisthenes,1721309335,,
40993768,,"This is actually better than 90% of websites today: loads fast, no nav bars, no position: sticky, no cookie popups, no ads. The content is informative and straight to the point. A website worthy to be the inverse of the much ignored related guideline:<p>&gt;Please don&#x27;t complain about tangential annoyances—e.g. article or website formats, name collisions, or back-button breakage. They&#x27;re too common to be interesting.",Vt71fcAqt7,1721292963,,
40996315,,does she feel like dropping a frontend framework soon? modern webdev needs that sort of simplicity and focus on content.,otts_boris,1721315548,,
40993897,,"Recently I see more and more articles and social media posts surprised about the current youth’s lack of a mental model how computers actually work. I assume this is due to smartphones and tablets not letting them experiment. Laptop hardware is also usually not made to tinker with.<p>OP, I think you’re doing your daughter a great service with building an attitude that computers are just machines that can be learned about and understood. I started with HTML at 10 years old, and it gave me a lasting passion about the internet and connecting the world, leading to peace among distant people. Nowadays as an adult I’m unfortunately disillusioned due to negative aspects of social media, dating apps, and fake news, but alas..<p>Maybe in the future you can show her light javascript, the WAMP stack to make a guestbook (beware of spam nowadays), a cat image gallery with upload function (and a password). The latter features requiring something like PHP or perhaps python nowadays, and some database (I used mysql 25 years ago, perhaps sqlite or postgres nowadays?)",eska,1721294659,,
40993744,,I actually learned something about cats from her page. Thanks!,thepancake,1721292762,,
40995047,,This is the way.,j45,1721306543,,
40993697,,"Heck yeah this is exactly how I started when I was 6. HTML books at the library and websites exactly like this.<p>Love this OP, thank you for sharing.",junon,1721292321,,
40994329,,"wow, Congrats her to dev community.",hassanr99,1721299541,,
40993895,,"it&#x27;s so cute, I love everything about it",royal_ts,1721294546,,
40994366,,"Surprisingly similar to our own web page made ~20 years ago as kids. Repeating and animated background, some theme pages with a few words about some hobby or things we liked, and then shit loads of marquee tags, heh.<p><a href=""https:&#x2F;&#x2F;web.archive.org&#x2F;web&#x2F;20180330033122&#x2F;http:&#x2F;&#x2F;moj24.tripod.com&#x2F;"" rel=""nofollow"">https:&#x2F;&#x2F;web.archive.org&#x2F;web&#x2F;20180330033122&#x2F;http:&#x2F;&#x2F;moj24.trip...</a>",matsemann,1721299955,,
40993623,,"smh, wheres the responsive react frontend and the database and nodejs backend? &#x2F;s :P",voidUpdate,1721291533,,
40994313,,&gt; Sometimes they can sleep up to like 18 or 12 hours a day. That is a lot of sleeping for a cat.<p>Can we just put the author of these pages in charge of the whole Internet please?,nmg,1721299439,,
40993725,,Is it her true name?<p>I&#x27;ve been trying to get mine to use an alias but so far is one per service and loses a bit of magic.,fifteen1506,1721292563,,
40993695,,&lt;3,purple-leafy,1721292293,,
40993590,,Well done.,raleighm,1721291122,,
40995922,,it&#x27;s so refreshing not to get popups and cookie gdpr nice!,domatic1,1721313107,,
40996054,,<i>cmd + option + U</i><p><i>...</i><p><i>satisfied smile</i>,jihadjihad,1721313899,,
40995125,,Cute. I&#x27;d like to see a pony page please.,g105b,1721307253,,
40994169,,Now tell her to deploy it on Kubernetes.,devoutsalsa,1721297881,,
40993561,,"Wow, great stuff. Tell her she did a fantastic job!<p>---<p>By necessity, kids these days don&#x27;t even need to learn what a file is. Videos are &quot;on youtube&quot;. Documents are stored &quot;in ms word&quot;.<p>The median developer even seems to have a very shallow understanding of how a computer actually works. And why would they, if they can just glue some Lambdas together to earn a buck?<p>---<p>Praise those that look a bit deeper and really want to know how a thing works, how you can create something truly original with a tool, instead of simply using it along the happy path.",isoprophlex,1721290692,,
40994585,,"<p><pre><code>  &lt;!-- Cloudflare Pages Analytics --&gt;&lt;script defer src=&#x27;https:&#x2F;&#x2F;static.cloudflareinsights.com&#x2F;beacon.min.js&#x27; data-cf-beacon=&#x27;{&quot;token&quot;: &quot;cf82897298e84b9eb36d9490803c2538&quot;}&#x27;&gt;&lt;&#x2F;script&gt;
</code></pre>
Ah, kids these days!",Lockal,1721302150,,
40998029,,[dead],vtempest,1721324637,,
40993681,,"<p><pre><code>   &lt;img src=&quot;catcute.jpg&quot; width=&quot;500px&quot; height=&quot;400px&quot; &gt;&lt;&#x2F;img&gt;
</code></pre>
Width and height must be specified without units (although looks like browsers accept it, probably by ignoring the unit). IMG tags are self-closing, so you can omit &lt;&#x2F;img&gt;<p><pre><code>   &lt;img src=&quot;wool.jpg&quot; width=&quot;500px&quot; height=&quot;400px&quot; &gt;&lt;&#x2F;img&gt;
</code></pre>
The dog picture has wrong aspect ratio. The dog is squeezed! It should be 620 × 349 or, if 500 width or 400 height is needed, there&#x27;s a good mathematical task to calculate the size of the other side.<p><pre><code>   &lt;br&#x2F;&gt;
</code></pre>
No need for &#x2F; in HTML.<p><pre><code>   unicorn.html
   unicorncopy.html
</code></pre>
Page for cats is named unicorn.html! and for computers it&#x27;s unicorncopy!!!<p>PS I don&#x27;t like that CloudFlare Pages strips .html. Too magical.",dchest,1721292181,,
40993551,,Not a bad looking website. I like it better than most of that responsive CSS&#x2F;JS bloated nightmares out there. I wish more websites were faster loading like this one.,vouaobrasil,1721290574,,
40994125,,Cute page but what&#x27;s the cloudflare analytics for,royal_ts,1721297430,,
40993977,,"The page is not responsive... &#x2F;s<p>Jokes aside, impressive for a 7 years old!",denysvitali,1721295870,,
40995389,,Cloudflare Page Analytics Beacon without asking for my consent first.<p>Hopefully she has a heavy piggybank for my incoming GDPR lawsuit &#x2F;s,biosboiii,1721309295,,
40994984,,[flagged],bmitc,1721305982,,
40996227,,"This should not be on HN, esp not front page.",syngrog66,1721314932,,
40994204,,"Some issues she can improve on:<p><pre><code>    - H1 content is too long, it should be less than 60 characters, use &lt;p&gt; for the rest of secondary content
    - There should be only exactly 1 H1 per page</code></pre>",11235813213455,1721298237,,
40994176,,7 years old? Don&#x27;t force kids If you need your kid to be kid. Hand coding HTML is just trash than collecting leaves &amp; beautify the kindergarden book.<p>I&#x27;ve no memory for last 10+ years other than computer and programming. All I&#x27;ve pretty beautiful memory from childhood.,rokisen157,1721297945,,
40996232,,"&gt; Today, we are excited to release Mistral NeMo, a 12B model built in collaboration with NVIDIA. Mistral NeMo offers a large context window of up to 128k tokens. Its reasoning, world knowledge, and coding accuracy are state-of-the-art in its size category. As it relies on standard architecture, Mistral NeMo is easy to use and a drop-in replacement in any system using Mistral 7B.<p>&gt; We have released pre-trained base and instruction-tuned checkpoints checkpoints under the Apache 2.0 license to promote adoption for researchers and enterprises. Mistral NeMo was trained with quantisation awareness, enabling FP8 inference without any performance loss.<p>So that&#x27;s... uniformly an improvement at just about everything, right? Large context, permissive license, should have good perf. The one thing I can&#x27;t tell is how big 12B is going to be (read: how much VRAM&#x2F;RAM is this thing going to need). Annoyingly and rather confusingly for a model under Apache 2.0, <a href=""https:&#x2F;&#x2F;huggingface.co&#x2F;mistralai&#x2F;Mistral-Nemo-Instruct-2407"" rel=""nofollow"">https:&#x2F;&#x2F;huggingface.co&#x2F;mistralai&#x2F;Mistral-Nemo-Instruct-2407</a> refuses to show me files unless I login and &quot;You need to agree to share your contact information to access this model&quot;... though if it&#x27;s actually as good as it looks, I give it hours before it&#x27;s reposted without that restriction, which Apache 2.0 allows.",yjftsjthsd-h,1721314956,,
40998092,,"The last time I tried a Mistral model, it didn&#x27;t answer most of my questions, because of &quot;policy&quot; reasons. I hope they fixed that. OpenAI at least only tells me that it&#x27;s a policy issue but still answers most of the time.",I_am_tiberius,1721325012,,
40996343,,"&gt; Mistral NeMo uses a new tokenizer, Tekken, based on Tiktoken, that was trained on over more than 100 languages, and compresses natural language text and source code more efficiently than the SentencePiece tokenizer used in previous Mistral models.<p>Does anyone have a good answer why everyone went back to SentencePiece in the first place? Byte-pair encoding (which is what tiktoken uses: <a href=""https:&#x2F;&#x2F;github.com&#x2F;openai&#x2F;tiktoken"">https:&#x2F;&#x2F;github.com&#x2F;openai&#x2F;tiktoken</a>) was shown to be a more efficient encoding as far back as GPT-2 in 2019.",minimaxir,1721315664,,
40997030,,"These big models are getting pumped out like crazy, that is the business of these companies. But basically, it feels like private&#x2F;industry just figured out how to scale up a scalable process (deep learning), and it required not $M research grants but $BB &quot;research grants&quot;&#x2F;funding, and the scaling laws seem to be fun to play with and tweak more interesting things out of these and find cool &quot;emergent&quot; behavior as billions of data points get correlated.<p>But pumping out models and putting artifacts on HuggingFace, is that a business? What are these models being used for? There is a new one at a decent clip.",dpflan,1721318790,,
40996749,,"Nvidia has a blogpost about Mistral Nemo, too. <a href=""https:&#x2F;&#x2F;blogs.nvidia.com&#x2F;blog&#x2F;mistral-nvidia-ai-model&#x2F;"" rel=""nofollow"">https:&#x2F;&#x2F;blogs.nvidia.com&#x2F;blog&#x2F;mistral-nvidia-ai-model&#x2F;</a><p>&gt; Mistral NeMo comes packaged as an NVIDIA NIM inference microservice, offering performance-optimized inference with NVIDIA TensorRT-LLM engines.<p>&gt; *Designed to fit on the memory of a single NVIDIA L40S, NVIDIA GeForce RTX 4090 or NVIDIA RTX 4500 GPU*, the Mistral NeMo NIM offers high efficiency, low compute cost, and enhanced security and privacy.<p>&gt; The model was trained using Megatron-LM, part of NVIDIA NeMo, with 3,072 H100 80GB Tensor Core GPUs on DGX Cloud, composed of NVIDIA AI architecture, including accelerated computing, network fabric and software to increase training efficiency.",alecco,1721317414,,
40997460,,"I still don’t understand the business model of releasing open source gen AI models. If this took 3072 H100s to train, why are they releasing it for free? I understand they charge people when renting from their platform, but why permit people to run it themselves?",andrethegiant,1721321417,,
40996672,,"I believe that if Mistral is serious about advancing in open source, they should consider sharing the corpus used for training their models, at least the base models pretraining data.",mcemilg,1721317158,,
40996505,,I’m AI stupid. Does anyone know if training on multiple languages provides “cross-over” — so training done in German can be utilized when answering a prompt in English? I once went through various Wikipedia articles in a couple languages and the differences were interesting. For some reason I thought they’d be almost verbatim (forgetting that’s not how Wikipedia works!) and while I can’t remember exactly I felt they were sometimes starkly different in tone and content.,jorgesborges,1721316544,,
40996476,,"Pardon me if this is a dumb question, but is it possible for me to download these models into my computer (I have a 1080ti and a [2|3]070ti) and generate some sort of api interface? That way I can write programs that calls this API, and I find this appealing.<p>EDIT: This a 1W light bulb moment for me, thank you!",pixelatedindex,1721316395,,
40997846,,"Did anyone try to check how are it&#x27;s multilingual skills vs. Gemma 2? On the page, it&#x27;s compared with LLama 3 only.",davidzweig,1721323499,,
40996620,,"I wonder why Mistral et al don&#x27;t prepare GGUF versions of these for launch day?<p>If I were them I&#x27;d want to be the default source of the versions of my models that people use, rather than farming that out to whichever third party races to publish the GGUF (and other formats) first.",simonw,1721316965,,
40996266,,"Exciting, I think 12B is the sweet spot for running locally - large enough to be useful, fast enough to run on a decent laptop.",pants2,1721315171,,
40996521,,"I find it interesting how coding&#x2F;software development still appears to be the one category that these most popular models release specialised models for. Where&#x27;s the finance or legal models from Mistral or Meta or OpenAI?<p>Perhaps it&#x27;s just confirmation bias, but programming really does seem to be the ideal usecase for LLMs in a way that other professions just haven&#x27;t been able to crack. Compared to other types of work, it&#x27;s relatively more straight forward to tell if code is &quot;correct&quot; or not.",madeofpalk,1721316585,,
40996259,,"Is &quot;Parameter Creep&quot; going to becomes a thing? They hold up Llama-8b as a competitor despite NeMo having 50% more parameters.<p>The same thing happened with gemma-27b, where they compared it to all the 7-9b models.<p>It seems like an easy way to boost benchmarks while coming off as &quot;small&quot; at first glance.",Workaccount2,1721315121,,
40997145,,"Congrats. Very exciting to see continued innovation around smaller models, that can perform much better than larger models. This enables faster inference and makes them more ubiquitous.",ofermend,1721319532,,
40997054,,"That&#x27;s 3 releases for Mistral in 24 hours.<p><a href=""https:&#x2F;&#x2F;lifearchitect.ai&#x2F;models-table&#x2F;"" rel=""nofollow"">https:&#x2F;&#x2F;lifearchitect.ai&#x2F;models-table&#x2F;</a>",adt,1721318899,,
40996875,,Worth noting this model has 50% more parameters than llama3. There are performance gains but some of the gains might be from using more compute rather than performance per unit compute.,obblekk,1721317986,,
40996435,,Interesting how it will compete with 4o mini.,p1esk,1721316168,,
40996500,,Two questions:<p>1) Anyone have any idea of VRAM requirements?<p>2) When will this be available on ollama?,saberience,1721316531,,
40996780,,"What&#x27;s the reason for measuring the model size in context window length and not GB?<p>Also, are these small models OSS? Easier self hosting seems to be the main benefo for small models.",k__,1721317546,,
40996855,,"Interested in the new base model for fine tuning. Despite Llama3 being a better instruct model overall, it’s been highly resistant to fine-tuning, either owing to some bugs or being trained on so much data (ongoing debate about this in the community). Mistral’s base model are still best in class for small model you can specialize.",bugglebeetle,1721317886,,
40996228,,"Does it have any relation to Nvidia&#x27;s Nemo?  Otherwise, it&#x27;s unfortunate naming",pantulis,1721314936,,
40996915,,Is the base model unaligned? Disappointing to see alignment from allegedly &quot;open&quot; models.,LoganDark,1721318194,,
40991643,,"There&#x27;s something beautiful (and slightly jarring) about a computer where the ethernet and VGA ports are each bigger than the entire CPU and RAM. For all that it may have slowed more recently, Moore&#x27;s law really did hit it out of the park in the long run:)",yjftsjthsd-h,1721264351,,
40991439,,"People used to get productive work done on DECstations, they were big and expensive in their time. Now we can recreate them for just a few dollars (plus the cost of a screen and keyboard). Today almost everything we do relies on the internet, so a wifi driver would be useful as well.<p>Many things we do today require more processing power, but many things do not. Writing, terminals (well SSH could be a problem), email, hn. We used to do raytracing on a DECstation, had to use a remote X window to view the finished image in colour.<p>You would think that a certain subset of people would quite like a simpler system today to work on, but I guess it&#x27;s just easier to buy something modern with all the extra layers of complexity.<p>Maybe this is because today programming largely relies on having access to the accumulated knowledge of the internet, and a very complex web browser.",jdswain,1721261238,,
40991513,,"When I started college in the fall of 1993 we had hundreds of DECstations.  A mix of 2100 black and white machines, 3100, and a few 5000 machines.  That&#x27;s where I learned C&#x2F;C++, ran Spice and various logic simulators.  DEC had already announced the Alpha but the college decided to move to Sun and HP-UX which was probably a good decision because there was more software available for those platforms.",lizknope,1721262187,,
40991433,,"I was thinking &quot;this looks awfully familiar&quot;, and was going to link <a href=""http:&#x2F;&#x2F;dmitry.gr&#x2F;?r=05.Projects&amp;proj=33.%20LinuxCard"" rel=""nofollow"">http:&#x2F;&#x2F;dmitry.gr&#x2F;?r=05.Projects&amp;proj=33.%20LinuxCard</a>, but it turns out that the code is directly based on that!<p>For anyone interested, it&#x27;s still very worth visiting that link, as it describes the whole journey and technical details about how the original DECstation emulation code came to be.",anyfoo,1721261153,,
40993737,,"My university was a DEC shop, 6000 and 8000 series in the machine room and DECstations and VAXstations in the lab, and a million vt320s for the masses in the terminal rooms. All †his project is missing as a candle that generates the smell of hot dust on CRT guns.",nickdothutton,1721292685,,
40992047,,Wow! Really pushes the capability of the RP2040 to add a Memory Management Unit for the external RAM and incorporate DMA and a VGA display. The PIO on this chip is amazingly flexible.,boznz,1721270612,,
40991637,,"Related, but is there a way to emulate a VT520 on a Pi using opensource? Just want to have a replica that looks like the ultimate form of that extinct lineage.",Pet_Ant,1721264274,,
40991357,,Wow. Pretty neat stuff.<p>This is another great way to understand what computers getting faster by three decimal orders of magnitude means :-),ChuckMcM,1721260142,,
40995934,,"I ran over 1200 domains and the POP server for the largest ISP in a medium city on a single 3100, not on NT obviously, osf&#x2F;1",nyrikki,1721313167,,
40993414,,What boggles my mind is the notion of running an RP2040 at 300mhz.,petesoper,1721288811,,
40992110,,"Interests me how little mention of Ultrix lies on the page. Pretty directly a BSD type, with some interesting twists, and the inclusion of DECnet support. the desktop was CDE?<p>OSF&#x2F;1 was such a departure. Nice, but different. Strange days.",ggm,1721271552,,
40991866,,I&#x27;m looking over at my Decstation 5000&#x2F;260 with the burnt-out power supply. Maybe this is what I need to get that feeling back.,michrassena,1721267897,,
40991454,,most of my undergrad was done on decstation 3100s running ultrix. i loved the huge mono monitors. so many xterms open at once! amazing.,joshu,1721261422,,
40995759,,"I want to know if they have a patched version of Ultrix or a license file that allows more than two users? Ultrix on a MicroVAX was my first contact with a Unix system. Then briefly some SunOS 4.x and then extensively Ultrix on DECstation 3000. But while you can do some fiddly show and tell stuff without a license, only being able to have two process owners, one of which is root, is kind of limiting.",wang_li,1721312053,,
